Hash,Refatoração,Descrição
3d15669b3bbc1ec2388c7b10a734a5af80ff9ef8,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@Deprecated in class com.xxl.job.admin.core.enums.ExecutorFailStrategyEnum
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobGroup") in parameter jobGroup : int in method public getJobsByGroup(jobGroup int) : List<XxlJobInfo> from class com.xxl.job.admin.dao.XxlJobInfoDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("offset") in parameter offset : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("pagesize") in parameter pagesize : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobGroup") in parameter jobGroup : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("triggerTimeStart") in parameter triggerTimeStart : Date in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("triggerTimeEnd") in parameter triggerTimeEnd : Date in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("logStatus") in parameter logStatus : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : List<XxlJobLog> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("offset") in parameter offset : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("pagesize") in parameter pagesize : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobGroup") in parameter jobGroup : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("triggerTimeStart") in parameter triggerTimeStart : Date in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("triggerTimeEnd") in parameter triggerTimeEnd : Date in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("logStatus") in parameter logStatus : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date  logStatus int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("id") in parameter id : int in method public load(id int) : XxlJobLog from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public delete(jobId int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("handleCode") in parameter handleCode : int in method public triggerCountByHandleCode(handleCode int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("from") in parameter from : Date in method public triggerCountByDay(from Date  to Date  handleCode int) : List<Map<String Object>> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("to") in parameter to : Date in method public triggerCountByDay(from Date  to Date  handleCode int) : List<Map<String Object>> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("handleCode") in parameter handleCode : int in method public triggerCountByDay(from Date  to Date  handleCode int) : List<Map<String Object>> from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobGroup") in parameter jobGroup : int in method public clearLog(jobGroup int  jobId int  clearBeforeTime Date  clearBeforeNum int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public clearLog(jobGroup int  jobId int  clearBeforeTime Date  clearBeforeNum int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("clearBeforeTime") in parameter clearBeforeTime : Date in method public clearLog(jobGroup int  jobId int  clearBeforeTime Date  clearBeforeNum int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("clearBeforeNum") in parameter clearBeforeNum : int in method public clearLog(jobGroup int  jobId int  clearBeforeTime Date  clearBeforeNum int) : int from class com.xxl.job.admin.dao.XxlJobLogDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public findByJobId(jobId int) : List<XxlJobLogGlue> from class com.xxl.job.admin.dao.XxlJobLogGlueDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public removeOld(jobId int  limit int) : int from class com.xxl.job.admin.dao.XxlJobLogGlueDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("limit") in parameter limit : int in method public removeOld(jobId int  limit int) : int from class com.xxl.job.admin.dao.XxlJobLogGlueDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("jobId") in parameter jobId : int in method public deleteByJobId(jobId int) : int from class com.xxl.job.admin.dao.XxlJobLogGlueDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("timeout") in parameter timeout : int in method public removeDead(timeout int) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("timeout") in parameter timeout : int in method public findAll(timeout int) : List<XxlJobRegistry> from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryGroup") in parameter registryGroup : String in method public registryUpdate(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryKey") in parameter registryKey : String in method public registryUpdate(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryValue") in parameter registryValue : String in method public registryUpdate(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryGroup") in parameter registryGroup : String in method public registrySave(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryKey") in parameter registryKey : String in method public registrySave(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
8e7a255105c5e85b4f8b5bc5dfe33132ce84f4b7,ADD_PARAMETER_ANNOTATION, Add Parameter Annotation Add Parameter Annotation	@Param("registryValue") in parameter registryValue : String in method public registrySave(registryGroup String  registryKey String  registryValue String) : int from class com.xxl.job.admin.dao.XxlJobRegistryDao
d13130824d88d1b3a80c0f4e4a31ef04ff2607ec,PARAMETERIZE_VARIABLE, Parameterize Variable Parameterize Variable	address : String to address : String in method private initRpcProvider(address String  ip String  port int  appName String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
f7966b9bada9227cd1bec4433fb56dc4bb3f8bcb,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	ho : HessianOutput to ho : Hessian2Output in method public serialize(obj T) : byte[] from class com.xxl.job.core.rpc.serialize.HessianSerializer
f7966b9bada9227cd1bec4433fb56dc4bb3f8bcb,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	hi : HessianInput to hi : Hessian2Input in method public deserialize(bytes byte[]  clazz Class<T>) : Object from class com.xxl.job.core.rpc.serialize.HessianSerializer
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public remove(id int) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public remove(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public pause(id int) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public pause(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public resume(id int) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public resume(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public triggerJob(id int) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public triggerJob(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.controller.JobInfoController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	list : List<XxlJobLog> to list : List<XxlJobInfo> in method public listJobByGroup(jobGroup String) : ReturnT<List<XxlJobInfo>> from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_RETURN_TYPE, Change Return Type Change Return Type	ReturnT<List<XxlJobLog>> to ReturnT<List<XxlJobInfo>> in method public listJobByGroup(jobGroup String) : ReturnT<List<XxlJobInfo>> from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,ADD_PARAMETER, Add Parameter Add Parameter	jobId : Integer in method public index(model Model  jobId Integer) : String from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobGroup : String in method public index(model Model  jobGroup String  jobName String) : String from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public index(model Model  jobGroup String  jobName String) : String from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public pageList(start int  length int  jobGroup int  jobId int  filterTime String) : Map<String Object> from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public pageList(start int  length int  jobGroup int  jobId int  filterTime String) : Map<String Object> from class com.xxl.job.admin.controller.JobLogController
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_METHOD, Rename Method Rename Method	public setJobName(jobName String) : void renamed to public setJobId(jobId int) : void in class com.xxl.job.admin.core.model.XxlJobLog
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public setJobId(jobId int) : void from class com.xxl.job.admin.core.model.XxlJobLog
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public setJobId(jobId int) : void from class com.xxl.job.admin.core.model.XxlJobLog
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_ATTRIBUTE, Rename Attribute Rename Attribute	jobName : String to jobId : int in class com.xxl.job.admin.core.model.XxlJobLog
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	jobName : String to jobId : int in class com.xxl.job.admin.core.model.XxlJobLog
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,EXTRACT_VARIABLE, Extract Variable Extract Variable	group : String in method public fillJobInfo(jobInfo XxlJobInfo) : void from class com.xxl.job.admin.core.schedule.XxlJobDynamicScheduler
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REORDER_PARAMETER, Reorder Parameter Reorder Parameter	[jobGroup : String  jobName : String  cronExpression : String] to [jobName : String  jobGroup : String  cronExpression : String] in method public addJob(jobName String  jobGroup String  cronExpression String) : boolean from class com.xxl.job.admin.core.schedule.XxlJobDynamicScheduler
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_RETURN_TYPE, Change Return Type Change Return Type	List<XxlJobLog> to List<XxlJobInfo> in method public getJobsByGroup(jobGroup String) : List<XxlJobInfo> from class com.xxl.job.admin.dao.IXxlJobInfoDao
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_RETURN_TYPE, Change Return Type Change Return Type	List<XxlJobLog> to List<XxlJobInfo> in method public getJobsByGroup(jobGroup String) : List<XxlJobInfo> from class com.xxl.job.admin.dao.impl.XxlJobInfoDaoImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : List<XxlJobLog> from class com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : List<XxlJobLog> from class com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : int from class com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public pageListCount(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : int from class com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public remove(id int) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public remove(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public pause(id int) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public pause(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobGroup : int to id : int in method public triggerJob(id int) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public triggerJob(jobGroup int  jobName String) : ReturnT<String> from class com.xxl.job.admin.service.impl.XxlJobServiceImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	jobKey : String to jobId : int in method public kill(jobId int) : ReturnT<String> from class com.xxl.job.core.biz.impl.ExecutorBizImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,PARAMETERIZE_VARIABLE, Parameterize Variable Parameterize Variable	jobKey : String to jobId : int in method public kill(jobId int) : ReturnT<String> from class com.xxl.job.core.biz.impl.ExecutorBizImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobGroup : String in method public kill(jobGroup String  jobName String) : ReturnT<String> from class com.xxl.job.core.biz.impl.ExecutorBizImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobName : String in method public kill(jobGroup String  jobName String) : ReturnT<String> from class com.xxl.job.core.biz.impl.ExecutorBizImpl
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_METHOD, Rename Method Rename Method	public setJobName(jobName String) : void renamed to public setJobId(jobId int) : void in class com.xxl.job.core.biz.model.TriggerParam
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public setJobId(jobId int) : void from class com.xxl.job.core.biz.model.TriggerParam
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public setJobId(jobId int) : void from class com.xxl.job.core.biz.model.TriggerParam
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_ATTRIBUTE, Rename Attribute Rename Attribute	jobName : String to jobId : int in class com.xxl.job.core.biz.model.TriggerParam
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	jobName : String to jobId : int in class com.xxl.job.core.biz.model.TriggerParam
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	JobThreadRepository : ConcurrentHashMap<String JobThread> to JobThreadRepository : ConcurrentHashMap<Integer JobThread> in class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	item : Map.Entry<String JobThread> to item : Map.Entry<Integer JobThread> in method public destroy() : void from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobkey : String to jobId : int in method public registJobThread(jobId int  handler IJobHandler) : JobThread from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobkey : String to jobId : int in method public registJobThread(jobId int  handler IJobHandler) : JobThread from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobKey : String to jobId : int in method public loadJobThread(jobId int) : JobThread from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobKey : String to jobId : int in method public loadJobThread(jobId int) : JobThread from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobKey : String to jobId : int in method public removeJobThread(jobId int) : void from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobKey : String to jobId : int in method public removeJobThread(jobId int) : void from class com.xxl.job.core.executor.XxlJobExecutor
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,MERGE_PARAMETER, Merge Parameter Merge Parameter	[job_group : String  job_name : String] to jobId : int in method public loadNewInstance(jobId int) : IJobHandler from class com.xxl.job.core.glue.GlueFactory
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,MERGE_PARAMETER, Merge Parameter Merge Parameter	[job_group : String  job_name : String] to jobId : int in method public loadInstance(jobId int) : IJobHandler from class com.xxl.job.core.glue.GlueFactory
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,MERGE_PARAMETER, Merge Parameter Merge Parameter	[job_group : String  job_name : String] to jobId : int in method public glue(jobId int  params String...) : void from class com.xxl.job.core.glue.GlueFactory
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,ADD_PARAMETER, Add Parameter Add Parameter	jobId : int in method public load(jobId int) : String from class com.xxl.job.core.glue.loader.impl.DbGlueLoader
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	job_group : String in method public load(job_group String  job_name String) : String from class com.xxl.job.core.glue.loader.impl.DbGlueLoader
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,REMOVE_PARAMETER, Remove Parameter Remove Parameter	job_name : String in method public load(job_group String  job_name String) : String from class com.xxl.job.core.glue.loader.impl.DbGlueLoader
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,MERGE_PARAMETER, Merge Parameter Merge Parameter	[job_group : String  job_name : String] to jobId : int in method public GlueJobHandler(jobId int) from class com.xxl.job.core.handler.impl.GlueJobHandler
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,MERGE_ATTRIBUTE, Merge Attribute Merge Attribute	[job_group : String  job_name : String] to jobId : int in class com.xxl.job.core.handler.impl.GlueJobHandler
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,RENAME_PARAMETER, Rename Parameter Rename Parameter	jobName : String to jobId : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : List<XxlJobLog> from class com.xxl.job.admin.dao.IXxlJobLogDao
d66bdc88113ed9e25b09b6a3b547338e794b0f0a,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	jobName : String to jobId : int in method public pageList(offset int  pagesize int  jobGroup int  jobId int  triggerTimeStart Date  triggerTimeEnd Date) : List<XxlJobLog> from class com.xxl.job.admin.dao.IXxlJobLogDao
